[2025-05-11 17:21:48] Starting experiment well=RO_31A_facies=7_iter=50_p=10_cmode=fixed_c1=[2.0,2.0]_c2=[0.5,0.5]_seed=808716
[2025-05-11 17:21:48] Parameters: {'well_name': 'RO_31A', 'facies': 7, 'iterations': 50, 'particles': 10, 'cmode': 0, 'c1_start': 2.0, 'c1_end': 2.0, 'c2_start': 0.5, 'c2_end': 0.5, 'seed': 808716, 'runtime': None, 'best_error': None, 'log_buffer': ['[2025-05-11 17:21:48] Starting experiment well=RO_31A_facies=7_iter=50_p=10_cmode=fixed_c1=[2.0,2.0]_c2=[0.5,0.5]_seed=808716'], 'id': 'well=RO_31A_facies=7_iter=50_p=10_cmode=fixed_c1=[2.0,2.0]_c2=[0.5,0.5]_seed=808716'}
[2025-05-11 17:21:48] Using random seed: 808716
[2025-05-11 17:21:52] HORIZONTE: (2943.6, 3089.8)
[2025-05-11 17:21:52] TOPO-1 :: DEPT: 3089.8,Phi: 0.1296, Vp: 3.0472
[2025-05-11 17:21:52] TOPO :: DEPT: 2943.6,Phi: 0.1296, Vp: 2.667
[2025-05-11 17:21:52] base :: DEPT: 3089.8,Phi: 0.1296, Vp: 3.0472
[2025-05-11 17:21:52] Data range: 0 to 80
[2025-05-11 17:21:52] Best of swarm: 2.0723745381290115
[2025-05-11 17:21:52] Best of swarm: 5.038305343609032e-07
[2025-05-11 17:21:52] Best of swarm: 8.159963196229766e-07
[2025-05-11 17:21:52] Best of swarm: 1.3690522226469314e-07
[2025-05-11 17:21:53] Best of swarm: 2.192789914616698e-07
[2025-05-11 17:21:53] Best of swarm: 6.110627351044331e-09
[2025-05-11 17:21:53] Best of swarm: 1.8046548578892858
[2025-05-11 17:21:54] Best of swarm: 3.0406897912313555e-06
[2025-05-11 17:21:54] Best of swarm: 1.2605107225535146e-06
[2025-05-11 17:21:54] Best of swarm: 2.2900533954570204e-06
[2025-05-11 17:21:54] Best of swarm: 2.4391386284562254e-08
[2025-05-11 17:21:55] Best of swarm: 1.9906779810710412e-05
[2025-05-11 17:21:55] Best of swarm: 2.4157690022609932
[2025-05-11 17:21:55] Best of swarm: 0.0009993144581792852
[2025-05-11 17:21:55] Best of swarm: 0.0009993588427649543
[2025-05-11 17:21:55] Best of swarm: 0.0009993177928665
[2025-05-11 17:21:56] Best of swarm: 0.0009990890774094943
[2025-05-11 17:21:56] Best of swarm: 0.0009993137733404444
[2025-05-11 17:21:56] Best of swarm: 1.4679125982677055
[2025-05-11 17:21:56] Best of swarm: 7.919693994421582e-09
[2025-05-11 17:21:57] Best of swarm: 1.401546464426691e-07
[2025-05-11 17:21:57] Best of swarm: 7.18878534247631e-07
[2025-05-11 17:21:57] Best of swarm: 1.5327959148727604e-07
[2025-05-11 17:21:57] Best of swarm: 2.233915191626576e-07
[2025-05-11 17:21:58] Best of swarm: 1.4428200101336806
[2025-05-11 17:21:58] Best of swarm: 1.2474092279574877e-05
[2025-05-11 17:21:58] Best of swarm: 2.5528761040318226e-10
[2025-05-11 17:21:58] Best of swarm: 3.644876282554533e-06
[2025-05-11 17:21:58] Best of swarm: 5.914271285258959e-08
[2025-05-11 17:21:59] Best of swarm: 4.129626651337183e-08
[2025-05-11 17:21:59] Best of swarm: 1.9273058916602177
[2025-05-11 17:21:59] Best of swarm: 1.2079824406644147e-06
[2025-05-11 17:22:00] Best of swarm: 2.3983503173970067e-05
[2025-05-11 17:22:00] Best of swarm: 3.315910272237795e-10
[2025-05-11 17:22:00] Best of swarm: 1.5477451156042408e-07
[2025-05-11 17:22:01] Best of swarm: 8.448882701017978e-08
[2025-05-11 17:22:01] Best of swarm: 2.1370768476856217
[2025-05-11 17:22:01] Best of swarm: 7.713255919818297e-08
[2025-05-11 17:22:01] Best of swarm: 0.003695103453054002
[2025-05-11 17:22:02] Best of swarm: 2.2136592925240132e-11
[2025-05-11 17:22:02] Best of swarm: 3.2595580807767893e-07
[2025-05-11 17:22:03] Best of swarm: 1.3424482167352543e-08
[2025-05-11 17:22:03] Best of swarm: 2.3121465957113188
[2025-05-11 17:22:03] Best of swarm: 4.279130107002283e-06
[2025-05-11 17:22:04] Best of swarm: 4.357082664744361e-06
[2025-05-11 17:22:04] Best of swarm: 4.359793613167593e-06
[2025-05-11 17:22:04] Best of swarm: 4.275980231429162e-06
[2025-05-11 17:22:05] Best of swarm: 3.474777628260162e-11
[2025-05-11 17:22:05] Best of swarm: 2.368134509831766
[2025-05-11 17:22:05] Best of swarm: 0.0002628268486165779
[2025-05-11 17:22:06] Best of swarm: 0.00026275188788438714
[2025-05-11 17:22:06] Best of swarm: 0.0002628285587863548
[2025-05-11 17:22:06] Best of swarm: 0.0002627931577762168
[2025-05-11 17:22:07] Best of swarm: 0.000262826497402358
[2025-05-11 17:22:07] Best of swarm: 2.2361446844634894
[2025-05-11 17:22:07] Best of swarm: 2.5919964710072533e-07
[2025-05-11 17:22:08] Best of swarm: 4.43710921599507e-08
[2025-05-11 17:22:08] Best of swarm: 6.964462063525652e-08
[2025-05-11 17:22:08] Best of swarm: 2.9634406456774776e-09
[2025-05-11 17:22:09] Best of swarm: 8.906169657980545e-09
[2025-05-11 17:22:09] Best of swarm: 2.148201533349977
[2025-05-11 17:22:09] Best of swarm: 8.115068917631367e-08
[2025-05-11 17:22:10] Best of swarm: 0.0032475594972196007
[2025-05-11 17:22:10] Best of swarm: 6.381428134885789e-07
[2025-05-11 17:22:10] Best of swarm: 1.8908608213103167e-09
[2025-05-11 17:22:11] Best of swarm: 2.6005568361435218e-08
[2025-05-11 17:22:11] Best of swarm: 2.08708420731012
[2025-05-11 17:22:11] Best of swarm: 2.4288030434246808e-08
[2025-05-11 17:22:12] Best of swarm: 2.5726386355299776e-10
[2025-05-11 17:22:12] Best of swarm: 2.9557872096019282e-08
[2025-05-11 17:22:12] Best of swarm: 6.494725191679546e-09
[2025-05-11 17:22:13] Best of swarm: 3.3817142133888456e-08
[2025-05-11 17:22:13] Best of swarm: 1.7412766750441142
[2025-05-11 17:22:13] Best of swarm: 1.607410716703733e-05
[2025-05-11 17:22:14] Best of swarm: 1.2865975542432805e-06
[2025-05-11 17:22:14] Best of swarm: 7.341197937915414e-07
[2025-05-11 17:22:14] Best of swarm: 3.3967043896484535e-07
[2025-05-11 17:22:15] Best of swarm: 1.1032436555009932e-06
[2025-05-11 17:22:15] Best of swarm: 1.9852089430423632
[2025-05-11 17:22:15] Best of swarm: 5.567133843829452e-07
[2025-05-11 17:22:16] Best of swarm: 1.1708828116529235e-08
[2025-05-11 17:22:16] Best of swarm: 2.069523940709877e-06
[2025-05-11 17:22:16] Best of swarm: 6.710359690548081e-08
[2025-05-11 17:22:17] Best of swarm: 1.3414039483099974e-09
[2025-05-11 17:22:17] Best of swarm: 2.2830437266645265
[2025-05-11 17:22:18] Best of swarm: 7.956601979918763e-08
[2025-05-11 17:22:18] Best of swarm: 0.00013659444477269597
[2025-05-11 17:22:18] Best of swarm: 8.134280187483318e-09
[2025-05-11 17:22:19] Best of swarm: 3.510273743819016e-11
[2025-05-11 17:22:20] Best of swarm: 2.758140799900059e-10
[2025-05-11 17:22:20] Best of swarm: 2.310626271281798
[2025-05-11 17:22:20] Best of swarm: 2.918960126681448e-11
[2025-05-11 17:22:20] Best of swarm: 6.694445274534037e-06
[2025-05-11 17:22:20] Best of swarm: 6.697805493682453e-06
[2025-05-11 17:22:21] Best of swarm: 3.6211410995091604e-10
[2025-05-11 17:22:22] Best of swarm: 6.6981345688225735e-06
[2025-05-11 17:22:22] Best of swarm: 1.8615175839291427
[2025-05-11 17:22:22] Best of swarm: 1.3905761532053334e-08
[2025-05-11 17:22:22] Best of swarm: 4.778122685277737e-10
[2025-05-11 17:22:23] Best of swarm: 1.0696013944583082e-05
[2025-05-11 17:22:23] Best of swarm: 2.7065045464799128e-08
[2025-05-11 17:22:24] Best of swarm: 1.8400791942944681e-06
[2025-05-11 17:22:24] Best of swarm: 1.692274281380051
[2025-05-11 17:22:24] Best of swarm: 3.842728651392289e-08
[2025-05-11 17:22:24] Best of swarm: 4.6617752375946585e-06
[2025-05-11 17:22:25] Best of swarm: 2.963491224196323e-10
[2025-05-11 17:22:25] Best of swarm: 2.491014688248525e-10
[2025-05-11 17:22:26] Best of swarm: 4.8682545983708635e-06
[2025-05-11 17:22:26] Best of swarm: 1.692274281380051
[2025-05-11 17:22:26] Best of swarm: 1.0370470109277728e-05
[2025-05-11 17:22:26] Best of swarm: 5.906841241716311e-06
[2025-05-11 17:22:27] Best of swarm: 2.6674688656044126e-07
[2025-05-11 17:22:27] Best of swarm: 1.557154761574036e-06
[2025-05-11 17:22:28] Best of swarm: 4.2477376831980746e-08
[2025-05-11 17:22:28] Best of swarm: 1.4844362505091833
[2025-05-11 17:22:28] Best of swarm: 0.00014443514296119884
[2025-05-11 17:22:29] Best of swarm: 2.786120640230455e-07
[2025-05-11 17:22:29] Best of swarm: 5.618488556377971e-07
[2025-05-11 17:22:29] Best of swarm: 1.2581232029170402e-07
[2025-05-11 17:22:30] Best of swarm: 9.540170026494717e-08
[2025-05-11 17:22:30] Best of swarm: 1.5469748315288199
[2025-05-11 17:22:30] Best of swarm: 7.099123814911592e-11
[2025-05-11 17:22:31] Best of swarm: 2.3513505695592506e-12
[2025-05-11 17:22:31] Best of swarm: 3.3675073181572877e-06
[2025-05-11 17:22:31] Best of swarm: 4.801776257088373e-10
[2025-05-11 17:22:32] Best of swarm: 2.1682162974570735e-08
[2025-05-11 17:22:32] Best of swarm: 1.6001603073404849
[2025-05-11 17:22:32] Best of swarm: 1.1729716280517127e-05
[2025-05-11 17:22:33] Best of swarm: 1.0615585332509578e-05
[2025-05-11 17:22:33] Best of swarm: 6.905535341333738e-09
[2025-05-11 17:22:33] Best of swarm: 1.2895338111602024e-05
[2025-05-11 17:22:34] Best of swarm: 2.207575967027429e-06
[2025-05-11 17:22:34] Best of swarm: 1.6439712677159868
[2025-05-11 17:22:34] Best of swarm: 1.3658240518089724e-07
[2025-05-11 17:22:34] Best of swarm: 3.1033676498188607e-07
[2025-05-11 17:22:35] Best of swarm: 1.6302487951260387e-08
[2025-05-11 17:22:35] Best of swarm: 1.0382884721802948e-07
[2025-05-11 17:22:35] Best of swarm: 4.845400870485366e-06
[2025-05-11 17:22:35] Best of swarm: 1.8751863282243466
[2025-05-11 17:22:36] Best of swarm: 4.573873408156708e-07
[2025-05-11 17:22:36] Best of swarm: 3.459418077035267e-07
[2025-05-11 17:22:36] Best of swarm: 2.8790607598652278e-08
[2025-05-11 17:22:37] Best of swarm: 5.728941462627035e-08
[2025-05-11 17:22:37] Best of swarm: 3.8264236750894415e-06
[2025-05-11 17:22:37] Best of swarm: 2.0537023205452463
[2025-05-11 17:22:38] Best of swarm: 2.906801980971065e-08
[2025-05-11 17:22:38] Best of swarm: 9.010508222104722e-08
[2025-05-11 17:22:38] Best of swarm: 6.63454288388474e-07
[2025-05-11 17:22:39] Best of swarm: 8.479715633816739e-10
[2025-05-11 17:22:39] Best of swarm: 4.5100526895983e-07
[2025-05-11 17:22:39] Best of swarm: 1.8240512896743788
[2025-05-11 17:22:39] Best of swarm: 1.3226307360732582e-07
[2025-05-11 17:22:40] Best of swarm: 2.831375688377107e-07
[2025-05-11 17:22:40] Best of swarm: 9.767650310840354e-09
[2025-05-11 17:22:40] Best of swarm: 6.777086145759942e-07
[2025-05-11 17:22:41] Best of swarm: 5.191319749977492e-05
[2025-05-11 17:22:41] Best of swarm: 1.827564473191132
[2025-05-11 17:22:42] Best of swarm: 5.325511560503983e-08
[2025-05-11 17:22:42] Best of swarm: 2.2454515153635457e-07
[2025-05-11 17:22:42] Best of swarm: 1.6134052691813306e-10
[2025-05-11 17:22:42] Best of swarm: 4.6210467833862976e-08
[2025-05-11 17:22:43] Best of swarm: 3.233316854336002e-09
[2025-05-11 17:22:43] Best of swarm: 1.7949955219967386
[2025-05-11 17:22:43] Best of swarm: 6.689689390218495e-06
[2025-05-11 17:22:44] Best of swarm: 5.795662436256312e-10
[2025-05-11 17:22:44] Best of swarm: 2.548075908109942e-06
[2025-05-11 17:22:44] Best of swarm: 2.532440014504031e-08
[2025-05-11 17:22:45] Best of swarm: 1.381628224529627e-06
[2025-05-11 17:22:46] Best of swarm: 1.7672363738627137
[2025-05-11 17:22:46] Best of swarm: 5.106783375684792e-07
[2025-05-11 17:22:46] Best of swarm: 2.0638791161007842e-07
[2025-05-11 17:22:46] Best of swarm: 7.293556823146923e-07
[2025-05-11 17:22:47] Best of swarm: 5.643179506150812e-06
[2025-05-11 17:22:48] Best of swarm: 4.177753151731679e-07
[2025-05-11 17:22:48] Best of swarm: 1.7560872686547422
[2025-05-11 17:22:48] Best of swarm: 8.162751772085008e-08
[2025-05-11 17:22:48] Best of swarm: 1.137775042085426e-06
[2025-05-11 17:22:49] Best of swarm: 2.998616665067327e-08
[2025-05-11 17:22:49] Best of swarm: 1.1600673050391652e-13
[2025-05-11 17:22:50] Best of swarm: 6.341583093217904e-07
[2025-05-11 17:22:50] Best of swarm: 2.0285576505856873
[2025-05-11 17:22:50] Best of swarm: 7.786837729313135e-11
[2025-05-11 17:22:50] Best of swarm: 2.6723777814516573e-08
[2025-05-11 17:22:51] Best of swarm: 3.81638811935203e-08
[2025-05-11 17:22:51] Best of swarm: 2.6526948163345604e-05
[2025-05-11 17:22:52] Best of swarm: 1.7749552933897797e-09
[2025-05-11 17:22:52] Best of swarm: 2.017747604921332
[2025-05-11 17:22:52] Best of swarm: 7.648143938438871e-08
[2025-05-11 17:22:52] Best of swarm: 1.2094703162598749e-09
[2025-05-11 17:22:53] Best of swarm: 5.6628125460651934e-09
[2025-05-11 17:22:53] Best of swarm: 2.006683977709948e-06
[2025-05-11 17:22:53] Best of swarm: 1.3542390318741934e-05
[2025-05-11 17:22:53] Best of swarm: 2.001020816652991
[2025-05-11 17:22:54] Best of swarm: 3.7871000568275874e-07
[2025-05-11 17:22:54] Best of swarm: 3.1821622944299986e-10
[2025-05-11 17:22:54] Best of swarm: 6.783800657961952e-07
[2025-05-11 17:22:55] Best of swarm: 5.116375752538226e-09
[2025-05-11 17:22:55] Best of swarm: 4.3055183501783167e-07
[2025-05-11 17:22:56] Best of swarm: 1.9739531476061998
[2025-05-11 17:22:56] Best of swarm: 1.2181118482568114e-07
[2025-05-11 17:22:56] Best of swarm: 2.902626816901628e-09
[2025-05-11 17:22:56] Best of swarm: 4.909133249886511e-07
[2025-05-11 17:22:57] Best of swarm: 7.691917491402396e-07
[2025-05-11 17:22:57] Best of swarm: 3.657274656158731e-07
[2025-05-11 17:22:57] Best of swarm: 1.9079190496469316
[2025-05-11 17:22:58] Best of swarm: 1.9550081925415043e-08
[2025-05-11 17:22:58] Best of swarm: 1.8217055166581992e-07
[2025-05-11 17:22:58] Best of swarm: 1.2475607706732273e-07
[2025-05-11 17:22:58] Best of swarm: 4.319557137158569e-07
[2025-05-11 17:22:59] Best of swarm: 7.2295383757322705e-09
[2025-05-11 17:22:59] Best of swarm: 1.8081493214060378
[2025-05-11 17:22:59] Best of swarm: 3.88584017453449e-07
