[2025-05-09 01:43:58] Starting experiment well=RO_31A_facies=7_iter=100_p=20_cmode=fixed_c1=[2.5,2.5]_c2=[1.5,1.5]_seed=11580
[2025-05-09 01:43:58] Parameters: {'well_name': 'RO_31A', 'facies': 7, 'iterations': 100, 'particles': 20, 'cmode': 0, 'c1_start': 2.5, 'c1_end': 2.5, 'c2_start': 1.5, 'c2_end': 1.5, 'seed': 11580, 'runtime': None, 'best_error': None, 'log_buffer': ['[2025-05-09 01:43:58] Starting experiment well=RO_31A_facies=7_iter=100_p=20_cmode=fixed_c1=[2.5,2.5]_c2=[1.5,1.5]_seed=11580'], 'id': 'well=RO_31A_facies=7_iter=100_p=20_cmode=fixed_c1=[2.5,2.5]_c2=[1.5,1.5]_seed=11580'}
[2025-05-09 01:43:58] Using random seed: 11580
[2025-05-09 01:44:02] HORIZONTE: (2943.6, 3089.8)
[2025-05-09 01:44:02] TOPO-1 :: DEPT: 3089.8,Phi: 0.1296, Vp: 3.0472
[2025-05-09 01:44:02] TOPO :: DEPT: 2943.6,Phi: 0.1296, Vp: 2.667
[2025-05-09 01:44:02] base :: DEPT: 3089.8,Phi: 0.1296, Vp: 3.0472
[2025-05-09 01:44:02] Data range: 0 to 80
[2025-05-09 01:44:03] Best of swarm: 2.0723745381290115
[2025-05-09 01:44:03] Best of swarm: 2.984454282521071e-10
[2025-05-09 01:44:05] Best of swarm: 9.59048887625358e-09
[2025-05-09 01:44:06] Best of swarm: 1.437245294536901e-07
[2025-05-09 01:44:07] Best of swarm: 4.068641047254403e-07
[2025-05-09 01:44:11] Best of swarm: 4.389062758748219e-09
[2025-05-09 01:44:11] Best of swarm: 1.8046548578892858
[2025-05-09 01:44:12] Best of swarm: 1.0898690263195377e-05
[2025-05-09 01:44:13] Best of swarm: 6.039362456511965e-12
[2025-05-09 01:44:15] Best of swarm: 1.3447868958985463e-06
[2025-05-09 01:44:15] Best of swarm: 8.390981893701634e-05
[2025-05-09 01:44:19] Best of swarm: 5.769903142349451e-06
[2025-05-09 01:44:19] Best of swarm: 2.4157690022609932
[2025-05-09 01:44:20] Best of swarm: 0.0009993144581792852
[2025-05-09 01:44:21] Best of swarm: 0.0009993588427649543
[2025-05-09 01:44:23] Best of swarm: 0.0009993177928665
[2025-05-09 01:44:24] Best of swarm: 0.0009992487627967371
[2025-05-09 01:44:27] Best of swarm: 0.0009990883164309428
[2025-05-09 01:44:28] Best of swarm: 1.4679125982677055
[2025-05-09 01:44:28] Best of swarm: 0.00018303745963086079
[2025-05-09 01:44:30] Best of swarm: 1.38554917204893e-10
[2025-05-09 01:44:31] Best of swarm: 1.2019599467109627e-07
[2025-05-09 01:44:32] Best of swarm: 5.9733742039409016e-05
[2025-05-09 01:44:36] Best of swarm: 5.1871556430559493e-08
[2025-05-09 01:44:36] Best of swarm: 1.4428200101336806
[2025-05-09 01:44:37] Best of swarm: 3.9190228612354595e-05
[2025-05-09 01:44:38] Best of swarm: 7.584041573345457e-07
[2025-05-09 01:44:40] Best of swarm: 2.1419319317039037e-05
[2025-05-09 01:44:40] Best of swarm: 7.832258914252085e-05
[2025-05-09 01:44:44] Best of swarm: 9.422491586192681e-08
[2025-05-09 01:44:44] Best of swarm: 1.9273058916602177
[2025-05-09 01:44:45] Best of swarm: 3.3223795467904726e-07
[2025-05-09 01:44:46] Best of swarm: 3.978949196664472e-06
[2025-05-09 01:44:48] Best of swarm: 9.049226388176507e-06
[2025-05-09 01:44:49] Best of swarm: 9.390230793754417e-11
[2025-05-09 01:44:52] Best of swarm: 6.257464697395599e-08
[2025-05-09 01:44:53] Best of swarm: 2.1370768476856217
[2025-05-09 01:44:53] Best of swarm: 9.044117177285878e-09
[2025-05-09 01:44:55] Best of swarm: 1.4530195329264173e-10
[2025-05-09 01:44:56] Best of swarm: 4.9193707207174585e-06
[2025-05-09 01:44:57] Best of swarm: 1.6572348216151676e-09
[2025-05-09 01:45:01] Best of swarm: 7.893666110786083e-12
[2025-05-09 01:45:01] Best of swarm: 2.3121465957113188
[2025-05-09 01:45:02] Best of swarm: 5.527972998786227e-09
[2025-05-09 01:45:03] Best of swarm: 3.050186413986324e-10
[2025-05-09 01:45:05] Best of swarm: 4.3271621898535676e-11
[2025-05-09 01:45:05] Best of swarm: 5.661364743691355e-12
[2025-05-09 01:45:09] Best of swarm: 1.4791264876608594e-11
[2025-05-09 01:45:10] Best of swarm: 2.368134509831766
[2025-05-09 01:45:10] Best of swarm: 0.0002628268486165779
[2025-05-09 01:45:12] Best of swarm: 0.0002628496111464733
[2025-05-09 01:45:13] Best of swarm: 0.0002628285587863548
