[2025-05-09 01:32:15] Starting experiment well=RO_31A_facies=7_iter=100_p=10_cmode=fixed_c1=[2.0,2.0]_c2=[1.5,1.5]_seed=144653
[2025-05-09 01:32:15] Parameters: {'well_name': 'RO_31A', 'facies': 7, 'iterations': 100, 'particles': 10, 'cmode': 0, 'c1_start': 2.0, 'c1_end': 2.0, 'c2_start': 1.5, 'c2_end': 1.5, 'seed': 144653, 'runtime': None, 'best_error': None, 'log_buffer': ['[2025-05-09 01:32:15] Starting experiment well=RO_31A_facies=7_iter=100_p=10_cmode=fixed_c1=[2.0,2.0]_c2=[1.5,1.5]_seed=144653'], 'id': 'well=RO_31A_facies=7_iter=100_p=10_cmode=fixed_c1=[2.0,2.0]_c2=[1.5,1.5]_seed=144653'}
[2025-05-09 01:32:15] Using random seed: 144653
[2025-05-09 01:32:19] HORIZONTE: (2943.6, 3089.8)
[2025-05-09 01:32:19] TOPO-1 :: DEPT: 3089.8,Phi: 0.1296, Vp: 3.0472
[2025-05-09 01:32:19] TOPO :: DEPT: 2943.6,Phi: 0.1296, Vp: 2.667
[2025-05-09 01:32:19] base :: DEPT: 3089.8,Phi: 0.1296, Vp: 3.0472
[2025-05-09 01:32:19] Data range: 0 to 80
[2025-05-09 01:32:19] Best of swarm: 2.0723745381290115
[2025-05-09 01:32:19] Best of swarm: 1.9380219493014985e-05
[2025-05-09 01:32:20] Best of swarm: 4.0502000667987875e-06
[2025-05-09 01:32:21] Best of swarm: 2.2359492654617747e-09
[2025-05-09 01:32:21] Best of swarm: 7.430858478187294e-12
[2025-05-09 01:32:23] Best of swarm: 6.723954046356846e-06
[2025-05-09 01:32:23] Best of swarm: 1.8046548578892858
[2025-05-09 01:32:23] Best of swarm: 2.7956048828473943e-06
[2025-05-09 01:32:24] Best of swarm: 4.637732213749665e-08
[2025-05-09 01:32:25] Best of swarm: 4.902334890505154e-07
[2025-05-09 01:32:25] Best of swarm: 1.245534056395826e-06
[2025-05-09 01:32:27] Best of swarm: 6.862883452397234e-05
[2025-05-09 01:32:27] Best of swarm: 2.4157690022609932
[2025-05-09 01:32:28] Best of swarm: 0.0009993144581792852
[2025-05-09 01:32:28] Best of swarm: 0.0009993588427649543
[2025-05-09 01:32:29] Best of swarm: 0.0009993177928665
[2025-05-09 01:32:29] Best of swarm: 0.0009992487627967371
[2025-05-09 01:32:31] Best of swarm: 0.0009993137733404444
[2025-05-09 01:32:31] Best of swarm: 1.4679125982677055
[2025-05-09 01:32:32] Best of swarm: 1.1838489076112586e-06
[2025-05-09 01:32:32] Best of swarm: 3.133518322856758e-07
[2025-05-09 01:32:33] Best of swarm: 1.1700355609667651e-06
[2025-05-09 01:32:34] Best of swarm: 0.00016196730224307616
[2025-05-09 01:32:35] Best of swarm: 3.257337301136759e-05
[2025-05-09 01:32:36] Best of swarm: 1.4428200101336806
[2025-05-09 01:32:36] Best of swarm: 2.6393054827323017e-08
[2025-05-09 01:32:37] Best of swarm: 1.3043949277244792e-07
[2025-05-09 01:32:37] Best of swarm: 1.5102150188804405e-08
[2025-05-09 01:32:38] Best of swarm: 0.00039673806239221986
[2025-05-09 01:32:40] Best of swarm: 0.0013854820550122475
[2025-05-09 01:32:40] Best of swarm: 1.9273058916602177
[2025-05-09 01:32:40] Best of swarm: 1.6098771935448527e-10
[2025-05-09 01:32:41] Best of swarm: 3.981805500143615e-08
[2025-05-09 01:32:42] Best of swarm: 5.3868263097378505e-08
