[2025-05-09 01:43:48] Starting experiment well=RO_31A_facies=7_iter=100_p=20_cmode=fixed_c1=[2.5,2.5]_c2=[1.0,1.0]_seed=27828
[2025-05-09 01:43:48] Parameters: {'well_name': 'RO_31A', 'facies': 7, 'iterations': 100, 'particles': 20, 'cmode': 0, 'c1_start': 2.5, 'c1_end': 2.5, 'c2_start': 1.0, 'c2_end': 1.0, 'seed': 27828, 'runtime': None, 'best_error': None, 'log_buffer': ['[2025-05-09 01:43:48] Starting experiment well=RO_31A_facies=7_iter=100_p=20_cmode=fixed_c1=[2.5,2.5]_c2=[1.0,1.0]_seed=27828'], 'id': 'well=RO_31A_facies=7_iter=100_p=20_cmode=fixed_c1=[2.5,2.5]_c2=[1.0,1.0]_seed=27828'}
[2025-05-09 01:43:48] Using random seed: 27828
[2025-05-09 01:43:52] HORIZONTE: (2943.6, 3089.8)
[2025-05-09 01:43:52] TOPO-1 :: DEPT: 3089.8,Phi: 0.1296, Vp: 3.0472
[2025-05-09 01:43:52] TOPO :: DEPT: 2943.6,Phi: 0.1296, Vp: 2.667
[2025-05-09 01:43:52] base :: DEPT: 3089.8,Phi: 0.1296, Vp: 3.0472
[2025-05-09 01:43:52] Data range: 0 to 80
[2025-05-09 01:43:53] Best of swarm: 2.0723745381290115
[2025-05-09 01:43:53] Best of swarm: 4.992639183466205e-10
[2025-05-09 01:43:55] Best of swarm: 2.4349884060723764e-11
[2025-05-09 01:43:56] Best of swarm: 4.725965570232774e-09
[2025-05-09 01:43:57] Best of swarm: 4.4281857595957325e-07
[2025-05-09 01:44:01] Best of swarm: 4.297644649175255e-09
[2025-05-09 01:44:01] Best of swarm: 1.8046548578892858
[2025-05-09 01:44:01] Best of swarm: 7.94241370090609e-08
[2025-05-09 01:44:03] Best of swarm: 2.5470487278964606e-08
[2025-05-09 01:44:04] Best of swarm: 2.1690768690798324e-06
[2025-05-09 01:44:05] Best of swarm: 2.9592639011815337e-10
[2025-05-09 01:44:09] Best of swarm: 4.123098311827544e-12
[2025-05-09 01:44:09] Best of swarm: 2.4157690022609932
[2025-05-09 01:44:10] Best of swarm: 0.0009993144581792852
[2025-05-09 01:44:11] Best of swarm: 0.0009993588427649543
[2025-05-09 01:44:13] Best of swarm: 0.0009993177928665
[2025-05-09 01:44:13] Best of swarm: 0.0009992487627967371
[2025-05-09 01:44:17] Best of swarm: 0.0009993137733404444
[2025-05-09 01:44:17] Best of swarm: 1.4679125982677055
[2025-05-09 01:44:18] Best of swarm: 1.4702825696412263e-06
[2025-05-09 01:44:19] Best of swarm: 2.1559796917752184e-07
[2025-05-09 01:44:21] Best of swarm: 6.431939684875738e-06
[2025-05-09 01:44:22] Best of swarm: 2.015870319883105e-05
[2025-05-09 01:44:25] Best of swarm: 4.706789501170884e-09
[2025-05-09 01:44:26] Best of swarm: 1.4428200101336806
[2025-05-09 01:44:26] Best of swarm: 1.647532672092939e-05
[2025-05-09 01:44:28] Best of swarm: 3.6218036183989486e-07
[2025-05-09 01:44:29] Best of swarm: 2.244257640739872e-08
[2025-05-09 01:44:30] Best of swarm: 5.426631842785154e-06
[2025-05-09 01:44:33] Best of swarm: 1.878064641168848e-09
[2025-05-09 01:44:34] Best of swarm: 1.9273058916602177
[2025-05-09 01:44:34] Best of swarm: 2.372513931965625e-08
[2025-05-09 01:44:36] Best of swarm: 5.201808109516886e-07
[2025-05-09 01:44:37] Best of swarm: 2.1215916781259466e-07
[2025-05-09 01:44:38] Best of swarm: 1.9751040321195186e-06
[2025-05-09 01:44:42] Best of swarm: 5.7774016095293e-10
[2025-05-09 01:44:42] Best of swarm: 2.1370768476856217
[2025-05-09 01:44:43] Best of swarm: 2.9960040969419703e-07
[2025-05-09 01:44:44] Best of swarm: 4.879358243196354e-08
[2025-05-09 01:44:46] Best of swarm: 2.2660448942422053e-07
[2025-05-09 01:44:46] Best of swarm: 9.46239740565849e-09
[2025-05-09 01:44:50] Best of swarm: 1.9600395410403344e-07
[2025-05-09 01:44:50] Best of swarm: 2.3121465957113188
[2025-05-09 01:44:51] Best of swarm: 6.705413060634097e-14
[2025-05-09 01:44:52] Best of swarm: 2.881100587989598e-11
[2025-05-09 01:44:54] Best of swarm: 1.3926410709625899e-11
[2025-05-09 01:44:55] Best of swarm: 7.2041032712526276e-09
[2025-05-09 01:44:58] Best of swarm: 2.4391771931046956e-11
[2025-05-09 01:44:59] Best of swarm: 2.368134509831766
[2025-05-09 01:44:59] Best of swarm: 0.00026270587544422163
[2025-05-09 01:45:01] Best of swarm: 0.0002628496111464733
[2025-05-09 01:45:02] Best of swarm: 0.0002628285587863548
[2025-05-09 01:45:03] Best of swarm: 0.0002627931577762168
[2025-05-09 01:45:06] Best of swarm: 0.000262826497402358
[2025-05-09 01:45:07] Best of swarm: 2.2361446844634894
[2025-05-09 01:45:07] Best of swarm: 4.650369151597372e-08
[2025-05-09 01:45:09] Best of swarm: 1.1421367530196809e-10
[2025-05-09 01:45:10] Best of swarm: 8.835161536131373e-10
[2025-05-09 01:45:11] Best of swarm: 5.479385872019462e-12
[2025-05-09 01:45:15] Best of swarm: 1.1826724160546338e-11
[2025-05-09 01:45:15] Best of swarm: 2.148201533349977
[2025-05-09 01:45:16] Best of swarm: 3.707921143628133e-10
[2025-05-09 01:45:17] Best of swarm: 1.2469289693438793e-15
[2025-05-09 01:45:19] Best of swarm: 3.368255895423604e-09
[2025-05-09 01:45:19] Best of swarm: 8.938544810635421e-06
[2025-05-09 01:45:23] Best of swarm: 7.595972409680458e-09
[2025-05-09 01:45:23] Best of swarm: 2.08708420731012
[2025-05-09 01:45:24] Best of swarm: 4.662449539221082e-10
[2025-05-09 01:45:25] Best of swarm: 3.944318569273924e-09
[2025-05-09 01:45:27] Best of swarm: 1.1095847969426743e-08
[2025-05-09 01:45:28] Best of swarm: 3.440564417365344e-11
[2025-05-09 01:45:31] Best of swarm: 3.4271549634655653e-09
[2025-05-09 01:45:32] Best of swarm: 1.7412766750441142
[2025-05-09 01:45:32] Best of swarm: 7.253128459610307e-05
[2025-05-09 01:45:34] Best of swarm: 3.813269790441777e-08
[2025-05-09 01:45:35] Best of swarm: 1.2776888369036972e-10
[2025-05-09 01:45:36] Best of swarm: 2.6543248404355702e-05
[2025-05-09 01:45:40] Best of swarm: 4.367863056238331e-08
[2025-05-09 01:45:40] Best of swarm: 1.9852089430423632
[2025-05-09 01:45:40] Best of swarm: 2.035935461243792e-10
[2025-05-09 01:45:42] Best of swarm: 7.430253151372702e-09
[2025-05-09 01:45:43] Best of swarm: 1.538419765507847e-07
[2025-05-09 01:45:44] Best of swarm: 5.5200150886168125e-08
[2025-05-09 01:45:48] Best of swarm: 1.3107385419153603e-06
[2025-05-09 01:45:48] Best of swarm: 2.2830437266645265
[2025-05-09 01:45:49] Best of swarm: 1.533247121314174e-07
[2025-05-09 01:45:50] Best of swarm: 9.369670620933819e-08
[2025-05-09 01:45:52] Best of swarm: 4.01091598997399e-10
[2025-05-09 01:45:53] Best of swarm: 2.9207559126310914e-11
[2025-05-09 01:45:56] Best of swarm: 7.264314079026914e-10
[2025-05-09 01:45:57] Best of swarm: 2.310626271281798
[2025-05-09 01:45:57] Best of swarm: 1.1128992373389985e-09
[2025-05-09 01:45:58] Best of swarm: 1.2750119865983165e-08
[2025-05-09 01:46:00] Best of swarm: 5.383956106335252e-10
[2025-05-09 01:46:01] Best of swarm: 5.729644308214879e-10
[2025-05-09 01:46:04] Best of swarm: 3.5209111146004415e-10
[2025-05-09 01:46:05] Best of swarm: 1.8615175839291427
[2025-05-09 01:46:05] Best of swarm: 9.424703622111084e-09
[2025-05-09 01:46:07] Best of swarm: 1.1975214344795864e-08
[2025-05-09 01:46:08] Best of swarm: 1.686776167503672e-07
[2025-05-09 01:46:09] Best of swarm: 2.608922653948419e-08
[2025-05-09 01:46:13] Best of swarm: 3.0625948174829984e-07
[2025-05-09 01:46:13] Best of swarm: 1.692274281380051
[2025-05-09 01:46:14] Best of swarm: 6.18460691861713e-10
[2025-05-09 01:46:15] Best of swarm: 4.207271454119307e-09
[2025-05-09 01:46:17] Best of swarm: 6.701375693482171e-08
[2025-05-09 01:46:17] Best of swarm: 2.64980116655544e-06
[2025-05-09 01:46:21] Best of swarm: 1.7589791829402374e-05
[2025-05-09 01:46:21] Best of swarm: 1.692274281380051
[2025-05-09 01:46:22] Best of swarm: 2.065558324644355e-06
[2025-05-09 01:46:23] Best of swarm: 6.18981283592009e-05
[2025-05-09 01:46:25] Best of swarm: 5.412048007224871e-06
[2025-05-09 01:46:26] Best of swarm: 5.119670078735684e-08
[2025-05-09 01:46:29] Best of swarm: 6.8939146534638444e-06
[2025-05-09 01:46:30] Best of swarm: 1.4844362505091833
[2025-05-09 01:46:30] Best of swarm: 8.516363418507286e-08
[2025-05-09 01:46:32] Best of swarm: 3.0605353415453092e-09
[2025-05-09 01:46:33] Best of swarm: 2.8579613909182423e-05
[2025-05-09 01:46:34] Best of swarm: 5.2818626636331805e-08
[2025-05-09 01:46:37] Best of swarm: 3.1893095735394475e-08
[2025-05-09 01:46:38] Best of swarm: 1.5469748315288199
[2025-05-09 01:46:38] Best of swarm: 4.581019687338357e-11
[2025-05-09 01:46:40] Best of swarm: 1.533765784882591e-07
[2025-05-09 01:46:41] Best of swarm: 7.446629789163194e-07
[2025-05-09 01:46:42] Best of swarm: 6.286030770373814e-09
[2025-05-09 01:46:46] Best of swarm: 1.789318899178132e-08
[2025-05-09 01:46:46] Best of swarm: 1.6001603073404849
