[2025-05-09 01:55:10] Starting experiment well=RO_31A_facies=7_iter=100_p=20_cmode=fixed_c1=[2.0,2.0]_c2=[1.5,1.5]_seed=629787
[2025-05-09 01:55:10] Parameters: {'well_name': 'RO_31A', 'facies': 7, 'iterations': 100, 'particles': 20, 'cmode': 0, 'c1_start': 2.0, 'c1_end': 2.0, 'c2_start': 1.5, 'c2_end': 1.5, 'seed': 629787, 'runtime': None, 'best_error': None, 'log_buffer': ['[2025-05-09 01:55:10] Starting experiment well=RO_31A_facies=7_iter=100_p=20_cmode=fixed_c1=[2.0,2.0]_c2=[1.5,1.5]_seed=629787'], 'id': 'well=RO_31A_facies=7_iter=100_p=20_cmode=fixed_c1=[2.0,2.0]_c2=[1.5,1.5]_seed=629787'}
[2025-05-09 01:55:10] Using random seed: 629787
[2025-05-09 01:55:14] HORIZONTE: (2943.6, 3089.8)
[2025-05-09 01:55:14] TOPO-1 :: DEPT: 3089.8,Phi: 0.1296, Vp: 3.0472
[2025-05-09 01:55:14] TOPO :: DEPT: 2943.6,Phi: 0.1296, Vp: 2.667
[2025-05-09 01:55:14] base :: DEPT: 3089.8,Phi: 0.1296, Vp: 3.0472
[2025-05-09 01:55:14] Data range: 0 to 80
[2025-05-09 01:55:15] Best of swarm: 2.0723745381290115
[2025-05-09 01:55:15] Best of swarm: 4.744786970985403e-09
[2025-05-09 01:55:17] Best of swarm: 1.5080791134547502e-07
[2025-05-09 01:55:18] Best of swarm: 3.2640263258752876e-07
[2025-05-09 01:55:19] Best of swarm: 2.417681428090919e-07
[2025-05-09 01:55:22] Best of swarm: 5.116854566566254e-10
[2025-05-09 01:55:22] Best of swarm: 1.8046548578892858
[2025-05-09 01:55:23] Best of swarm: 8.362795826084642e-12
[2025-05-09 01:55:24] Best of swarm: 1.233033170291218e-07
[2025-05-09 01:55:26] Best of swarm: 1.5600609734827776e-05
[2025-05-09 01:55:27] Best of swarm: 2.6866812500988196e-08
[2025-05-09 01:55:30] Best of swarm: 9.720658000907662e-07
[2025-05-09 01:55:30] Best of swarm: 2.4157690022609932
[2025-05-09 01:55:31] Best of swarm: 0.0009993144581792852
[2025-05-09 01:55:32] Best of swarm: 0.0009993588427649543
[2025-05-09 01:55:34] Best of swarm: 0.0009993177928665
[2025-05-09 01:55:34] Best of swarm: 0.0009992487627967371
[2025-05-09 01:55:38] Best of swarm: 0.0009993137733404444
[2025-05-09 01:55:38] Best of swarm: 1.4679125982677055
[2025-05-09 01:55:39] Best of swarm: 1.1156705985239062e-06
[2025-05-09 01:55:40] Best of swarm: 0.00020416666588557095
[2025-05-09 01:55:42] Best of swarm: 3.744036803489853e-05
[2025-05-09 01:55:43] Best of swarm: 7.459889340392857e-05
[2025-05-09 01:55:46] Best of swarm: 8.192594059030502e-06
[2025-05-09 01:55:47] Best of swarm: 1.4428200101336806
[2025-05-09 01:55:47] Best of swarm: 7.071313780851561e-05
[2025-05-09 01:55:49] Best of swarm: 1.4035038726831377e-05
[2025-05-09 01:55:50] Best of swarm: 2.68634283798258e-07
[2025-05-09 01:55:51] Best of swarm: 9.050686461040267e-09
[2025-05-09 01:55:55] Best of swarm: 4.001461661153965e-06
[2025-05-09 01:55:55] Best of swarm: 1.9273058916602177
[2025-05-09 01:55:56] Best of swarm: 1.251004278737927e-08
[2025-05-09 01:55:57] Best of swarm: 8.640659470442952e-07
[2025-05-09 01:55:59] Best of swarm: 2.9505098931808878e-08
[2025-05-09 01:55:59] Best of swarm: 6.860018447443368e-06
[2025-05-09 01:56:03] Best of swarm: 9.886515182007405e-07
[2025-05-09 01:56:03] Best of swarm: 2.1370768476856217
[2025-05-09 01:56:04] Best of swarm: 4.0937022784026425e-07
