[2025-05-09 01:54:58] Starting experiment well=RO_31A_facies=7_iter=100_p=20_cmode=fixed_c1=[2.0,2.0]_c2=[0.5,0.5]_seed=10029
[2025-05-09 01:54:58] Parameters: {'well_name': 'RO_31A', 'facies': 7, 'iterations': 100, 'particles': 20, 'cmode': 0, 'c1_start': 2.0, 'c1_end': 2.0, 'c2_start': 0.5, 'c2_end': 0.5, 'seed': 10029, 'runtime': None, 'best_error': None, 'log_buffer': ['[2025-05-09 01:54:58] Starting experiment well=RO_31A_facies=7_iter=100_p=20_cmode=fixed_c1=[2.0,2.0]_c2=[0.5,0.5]_seed=10029'], 'id': 'well=RO_31A_facies=7_iter=100_p=20_cmode=fixed_c1=[2.0,2.0]_c2=[0.5,0.5]_seed=10029'}
[2025-05-09 01:54:58] Using random seed: 10029
[2025-05-09 01:55:02] HORIZONTE: (2943.6, 3089.8)
[2025-05-09 01:55:02] TOPO-1 :: DEPT: 3089.8,Phi: 0.1296, Vp: 3.0472
[2025-05-09 01:55:02] TOPO :: DEPT: 2943.6,Phi: 0.1296, Vp: 2.667
[2025-05-09 01:55:02] base :: DEPT: 3089.8,Phi: 0.1296, Vp: 3.0472
[2025-05-09 01:55:02] Data range: 0 to 80
[2025-05-09 01:55:02] Best of swarm: 2.0723745381290115
[2025-05-09 01:55:03] Best of swarm: 8.64632757199122e-10
[2025-05-09 01:55:04] Best of swarm: 7.56380138703877e-09
[2025-05-09 01:55:06] Best of swarm: 4.016314523745097e-12
[2025-05-09 01:55:06] Best of swarm: 9.535974145840444e-13
[2025-05-09 01:55:10] Best of swarm: 5.046131688440657e-12
[2025-05-09 01:55:10] Best of swarm: 1.8046548578892858
[2025-05-09 01:55:11] Best of swarm: 3.112227709686662e-17
[2025-05-09 01:55:12] Best of swarm: 1.3884213944303786e-09
[2025-05-09 01:55:14] Best of swarm: 1.4128514803659109e-10
[2025-05-09 01:55:15] Best of swarm: 5.942112483313634e-13
[2025-05-09 01:55:18] Best of swarm: 2.4228504745826888e-11
[2025-05-09 01:55:19] Best of swarm: 2.4157690022609932
[2025-05-09 01:55:19] Best of swarm: 0.0009993144581792852
[2025-05-09 01:55:21] Best of swarm: 0.0009993588427649543
[2025-05-09 01:55:22] Best of swarm: 0.0009993177928665
[2025-05-09 01:55:23] Best of swarm: 0.0009990907930587864
[2025-05-09 01:55:26] Best of swarm: 0.0009993137733404444
[2025-05-09 01:55:27] Best of swarm: 1.4679125982677055
[2025-05-09 01:55:27] Best of swarm: 2.6264294957300128e-12
[2025-05-09 01:55:29] Best of swarm: 3.537487094372915e-11
[2025-05-09 01:55:30] Best of swarm: 4.952775419876832e-12
[2025-05-09 01:55:31] Best of swarm: 3.448720440446738e-09
[2025-05-09 01:55:35] Best of swarm: 2.9390742423528135e-11
[2025-05-09 01:55:35] Best of swarm: 1.4428200101336806
[2025-05-09 01:55:36] Best of swarm: 3.5979790269457283e-09
[2025-05-09 01:55:37] Best of swarm: 6.411699973153321e-10
[2025-05-09 01:55:39] Best of swarm: 3.765818144390839e-08
[2025-05-09 01:55:39] Best of swarm: 3.59207015434383e-10
[2025-05-09 01:55:43] Best of swarm: 4.455294069687924e-11
[2025-05-09 01:55:43] Best of swarm: 1.9273058916602177
[2025-05-09 01:55:44] Best of swarm: 2.372793403066144e-10
[2025-05-09 01:55:45] Best of swarm: 1.5676040288402355e-09
[2025-05-09 01:55:47] Best of swarm: 1.157727872910017e-12
[2025-05-09 01:55:48] Best of swarm: 2.248886280143326e-12
[2025-05-09 01:55:51] Best of swarm: 1.1417502300594505e-10
[2025-05-09 01:55:52] Best of swarm: 2.1370768476856217
[2025-05-09 01:55:52] Best of swarm: 6.728136428753099e-11
[2025-05-09 01:55:54] Best of swarm: 1.5237215467266737e-09
[2025-05-09 01:55:55] Best of swarm: 6.372698038263112e-10
[2025-05-09 01:55:56] Best of swarm: 4.296618541193222e-09
[2025-05-09 01:56:00] Best of swarm: 9.991763610210896e-12
[2025-05-09 01:56:00] Best of swarm: 2.3121465957113188
[2025-05-09 01:56:00] Best of swarm: 3.8507221075040853e-07
[2025-05-09 01:56:02] Best of swarm: 2.105629233519256e-10
[2025-05-09 01:56:03] Best of swarm: 1.9364652644368722e-14
[2025-05-09 01:56:04] Best of swarm: 2.4831265080219368e-11
[2025-05-09 01:56:08] Best of swarm: 1.2869805017044422e-15
[2025-05-09 01:56:08] Best of swarm: 2.368134509831766
[2025-05-09 01:56:09] Best of swarm: 0.0002628268486165779
[2025-05-09 01:56:10] Best of swarm: 0.0002628496111464733
[2025-05-09 01:56:12] Best of swarm: 0.0002628285587863548
[2025-05-09 01:56:12] Best of swarm: 0.0002627931577762168
[2025-05-09 01:56:16] Best of swarm: 0.000262826497402358
[2025-05-09 01:56:16] Best of swarm: 2.2361446844634894
[2025-05-09 01:56:17] Best of swarm: 6.021613298906681e-11
[2025-05-09 01:56:18] Best of swarm: 3.309370555447544e-11
[2025-05-09 01:56:20] Best of swarm: 2.5357711742643586e-13
[2025-05-09 01:56:21] Best of swarm: 3.315984196187409e-11
[2025-05-09 01:56:24] Best of swarm: 1.4816582167832746e-12
[2025-05-09 01:56:25] Best of swarm: 2.148201533349977
[2025-05-09 01:56:25] Best of swarm: 9.407655854018222e-12
[2025-05-09 01:56:27] Best of swarm: 3.57796195695097e-10
[2025-05-09 01:56:28] Best of swarm: 4.827889223447305e-13
[2025-05-09 01:56:29] Best of swarm: 1.3516152578087556e-12
[2025-05-09 01:56:33] Best of swarm: 4.471647912882607e-11
[2025-05-09 01:56:33] Best of swarm: 2.08708420731012
[2025-05-09 01:56:33] Best of swarm: 1.5333498065532292e-11
[2025-05-09 01:56:35] Best of swarm: 2.0657651183808176e-11
[2025-05-09 01:56:36] Best of swarm: 7.477296175522249e-12
[2025-05-09 01:56:37] Best of swarm: 3.4061597191009107e-09
[2025-05-09 01:56:41] Best of swarm: 2.3098303642039822e-10
[2025-05-09 01:56:41] Best of swarm: 1.7412766750441142
[2025-05-09 01:56:42] Best of swarm: 8.433934015886029e-10
[2025-05-09 01:56:43] Best of swarm: 1.7962008870336646e-10
[2025-05-09 01:56:45] Best of swarm: 3.111795127997737e-09
[2025-05-09 01:56:46] Best of swarm: 2.706554502459884e-09
[2025-05-09 01:56:49] Best of swarm: 5.414950894768713e-09
[2025-05-09 01:56:50] Best of swarm: 1.9852089430423632
[2025-05-09 01:56:50] Best of swarm: 4.653061277944571e-10
[2025-05-09 01:56:52] Best of swarm: 1.164193791214144e-08
[2025-05-09 01:56:53] Best of swarm: 1.4819032212364604e-07
[2025-05-09 01:56:54] Best of swarm: 2.5939641232639515e-13
[2025-05-09 01:56:57] Best of swarm: 4.1423447712231157e-10
[2025-05-09 01:56:58] Best of swarm: 2.2830437266645265
[2025-05-09 01:56:58] Best of swarm: 5.4689396958121206e-17
[2025-05-09 01:57:00] Best of swarm: 7.033423246297948e-05
[2025-05-09 01:57:01] Best of swarm: 6.759771464287397e-14
[2025-05-09 01:57:02] Best of swarm: 0.00010616383038717906
[2025-05-09 01:57:06] Best of swarm: 1.7249650835540166e-10
[2025-05-09 01:57:06] Best of swarm: 2.310626271281798
[2025-05-09 01:57:07] Best of swarm: 2.4127798103051628e-11
[2025-05-09 01:57:08] Best of swarm: 3.030402486062337e-11
[2025-05-09 01:57:10] Best of swarm: 1.1384090562847374e-10
[2025-05-09 01:57:10] Best of swarm: 4.987800370331635e-15
[2025-05-09 01:57:14] Best of swarm: 8.693795567250446e-07
[2025-05-09 01:57:14] Best of swarm: 1.8615175839291427
[2025-05-09 01:57:15] Best of swarm: 3.491861932498358e-10
[2025-05-09 01:57:16] Best of swarm: 1.4429100614375414e-10
[2025-05-09 01:57:18] Best of swarm: 3.4134024756045215e-13
[2025-05-09 01:57:19] Best of swarm: 1.3772608839111626e-10
[2025-05-09 01:57:22] Best of swarm: 1.1298951229871179e-10
[2025-05-09 01:57:23] Best of swarm: 1.692274281380051
[2025-05-09 01:57:23] Best of swarm: 7.803796476265631e-12
[2025-05-09 01:57:25] Best of swarm: 1.0142840777967117e-08
[2025-05-09 01:57:26] Best of swarm: 1.1019510807815129e-10
[2025-05-09 01:57:27] Best of swarm: 4.0742731671314823e-14
[2025-05-09 01:57:30] Best of swarm: 3.4546010244067718e-12
[2025-05-09 01:57:31] Best of swarm: 1.692274281380051
[2025-05-09 01:57:31] Best of swarm: 2.4015452670607016e-11
