[2025-05-09 01:00:02] Starting experiment well=RO_31A_facies=7_iter=50_p=10_cmode=fixed_c1=[2.5,2.5]_c2=[1.0,1.0]_seed=652352
[2025-05-09 01:00:02] Parameters: {'well_name': 'RO_31A', 'facies': 7, 'iterations': 50, 'particles': 10, 'cmode': 0, 'c1_start': 2.5, 'c1_end': 2.5, 'c2_start': 1.0, 'c2_end': 1.0, 'seed': 652352, 'runtime': None, 'best_error': None, 'log_buffer': ['[2025-05-09 01:00:02] Starting experiment well=RO_31A_facies=7_iter=50_p=10_cmode=fixed_c1=[2.5,2.5]_c2=[1.0,1.0]_seed=652352'], 'id': 'well=RO_31A_facies=7_iter=50_p=10_cmode=fixed_c1=[2.5,2.5]_c2=[1.0,1.0]_seed=652352'}
[2025-05-09 01:00:02] Using random seed: 652352
[2025-05-09 01:00:06] HORIZONTE: (2943.6, 3089.8)
[2025-05-09 01:00:06] TOPO-1 :: DEPT: 3089.8,Phi: 0.1296, Vp: 3.0472
[2025-05-09 01:00:06] TOPO :: DEPT: 2943.6,Phi: 0.1296, Vp: 2.667
[2025-05-09 01:00:06] base :: DEPT: 3089.8,Phi: 0.1296, Vp: 3.0472
[2025-05-09 01:00:06] Data range: 0 to 80
[2025-05-09 01:00:06] Best of swarm: 2.0723745381290115
[2025-05-09 01:00:06] Best of swarm: 4.758852318647889e-08
[2025-05-09 01:00:06] Best of swarm: 6.104042683938983e-13
[2025-05-09 01:00:07] Best of swarm: 4.035283674387873e-09
[2025-05-09 01:00:07] Best of swarm: 7.111906865559051e-05
[2025-05-09 01:00:08] Best of swarm: 0.006903628283074223
[2025-05-09 01:00:08] Best of swarm: 1.8046548578892858
[2025-05-09 01:00:08] Best of swarm: 3.6109136301526884e-06
[2025-05-09 01:00:08] Best of swarm: 6.902415706366586e-06
[2025-05-09 01:00:09] Best of swarm: 1.0738070375657748e-06
[2025-05-09 01:00:09] Best of swarm: 3.418926997699846e-05
[2025-05-09 01:00:09] Best of swarm: 0.0005174435242783087
[2025-05-09 01:00:10] Best of swarm: 2.4157690022609932
[2025-05-09 01:00:10] Best of swarm: 0.0009993144581792852
[2025-05-09 01:00:10] Best of swarm: 0.000999154274901616
[2025-05-09 01:00:10] Best of swarm: 0.0009993177928665
[2025-05-09 01:00:10] Best of swarm: 0.0009992487627967371
[2025-05-09 01:00:11] Best of swarm: 0.0009993137733404444
[2025-05-09 01:00:11] Best of swarm: 1.4679125982677055
[2025-05-09 01:00:11] Best of swarm: 4.860125557300855e-05
[2025-05-09 01:00:12] Best of swarm: 3.115393117312072e-07
[2025-05-09 01:00:12] Best of swarm: 4.655098798028159e-05
[2025-05-09 01:00:12] Best of swarm: 7.78016855760017e-10
[2025-05-09 01:00:13] Best of swarm: 6.863747246117368e-08
[2025-05-09 01:00:13] Best of swarm: 1.4428200101336806
[2025-05-09 01:00:13] Best of swarm: 5.792529747430682e-05
